,query,link1,text1,link2,text2,link3,text3,link4,text4,link5,text5,link6,text6,link7,text7,link8,text8,link9,text9,link10,text10
32,name the pixar animation film about a robot that ends up saving the human race and earth in the future,https://www.timeout.com/film/the-100-best-sci-fi-movies,"Time Out
100 Best Sci Fi Movies Of All Time For A Mind-Bending Movie Night
From human clones to alien invasions: we asked scientists, filmmakers and writers to select the best sci-fi films in cinema history.
.
2 weeks ago",https://www.pastemagazine.com/movies/sci-fi-movies/the-100-best-sci-fi-movies-of-all-time,"Paste Magazine
The 100 Best Sci-Fi Movies of All Time
Much like its close genre cousin (nephew/niece?) the superhero film, the potential of cinematic science fiction exploded in the latter part...
.
1 month ago",https://www.pocket-lint.com/tv/news/disney/147842-pixar-theory-timeline-best-pixar-movie-viewing-order/,"Pocket-lint
Pixar movies in order: The full Pixar Theory explained
Pixar has mastered computer animation and, possibly, hidden storytelling. Nearly 25 years ago, the studio released its first film,...
.
03-Aug-2022",https://tinybeans.com/must-see-family-films/,"Tinybeans
100 Movies Every Kid Needs to See Before They Grow Up
This list includes some of the best movies for kids of all time. How many have you seen with your family? Looking for the best movies for...
.
1 month ago",https://www.vulture.com/2015/03/15-best-robot-movies-of-all-time.html,"Vulture
15 Best Robot Movies of All Time
Hollywood's been obsessed with robots for decades, and these 15 films full of rogue technology made the cut as the best robot movies ever...
.
06-Mar-2015",https://www.popsugar.com/entertainment/robot-movies-48690855,"POPSUGAR
23 Robot Movies That Will Make You Question Humanity
These sci-fi movies include robots, cyborgs, and AI that often walk the thin line between humanity and controlled creation.
.
10-Feb-2022",https://www.vox.com/culture/2019/6/27/18715845/pixar-movies-rankings,"Vox
Every Pixar movie ranked, from Toy Story to Onward
Take a look back at the high highs and low-ish lows of the acclaimed animation studio following the release of December 2020's Soul.
.
29-Dec-2020",https://editorial.rottentomatoes.com/guide/best-computer-animated-movies-of-all-time/,"Rotten Tomatoes
100 Best Computer-Animated Movies, Ranked by Tomatometer
From Toy Story to Frozen, How to Train Your Dragon to Despicable Me and Kung Fu Panda, these movies go to infinity and beyond.
.
22-Sept-2017",https://www.denofgeek.com/movies/best-sci-fi-movies-last-15-years/,"Den of Geek
Best Sci-Fi Movies of the Last 15 Years
Our staff and readers have voted on the best science fiction films to hit theaters (or streamers) in the last 15 years!
.
18-Feb-2022",https://www.looper.com/759573/movies-about-the-future-everyone-should-watch/,"Looper
25 Movies About The Future Everyone Should Watch
The future: what will it hold for humanity? A utopian civilization where the exponential technological advances of mankind eliminate poverty...
.
07-Feb-2022"
33,a cop gets stuck crawling around in a building trying to take down some terrorists,https://www.denofgeek.com/movies/17-moments-of-movie-terror-in-the-bathroom/,"Den of Geek
17 Moments of Movie Terror in the Bathroom
The following contains potential spoilers and scenes which may be considered NSFW. The scariest moments in horror are often the most...
.
02-Feb-2015",https://www.goodtherapy.org/blog/stalking-behavior-victims-seeking-help-040513,"GoodTherapy
Why Stalkers Stalk—and What to Do If You’re a Victim
Being stalked can be paralyzingly frightening. Victims aren't traumatized just once; they're perpetually unsettled by attempts at contact...
.
05-Apr-2013",https://abcnews.go.com/US/inside-orlando-nightclub-massacre-breaking-horrific-hours-inside/story?id=39805133,"ABC News
Inside the Orlando Nightclub Massacre, Breaking Down the Three Horrific Hours Inside
— -- Eyewitnesses described a scene of complete chaos, with blood everywhere, in the three horrific hours from the time an armed gunman...
.
12-Jun-2016",https://www.history.com/news/september-11-pentagon-survivors-evacuation,"The History Channel
On 9/11, Some Evacuated the Pentagon—But Kept Going Back Inside
'We pledge to never leave a fallen comrade behind,' says one of the survivors.
.
02-Sept-2020",https://www.denofgeek.com/games/31-genuinely-scary-horror-games/,"Den of Geek
31 Genuinely Scary Horror Games
The horror genre has always been a staple of gaming. From the earliest days of survival horror in NES' Clock Tower to later classics such as Resident Evil,...
.
02-Mar-2020",https://www.goodtherapy.org/blog/complex-ptsd-response-to-prolonged-trauma-0603137,"GoodTherapy
Complex PTSD: Response to Prolonged Trauma
Posttraumatic stress (PTSD) can severely interfere with functioning, resulting in intrusive memories, depression, disrupted sleep, anxiety,...
.
05-Jun-2013",,,,,,,,
34,i am thinking of a classic film that tells the story of an alien who comes to earth with a giant metal robot his mission is to issue the people of earth an ultimatum,,,,,,,,,,,,,,,,,,,,
35,this love story movie beat saving private ryan for best picture in the late nineties,https://www.indiewire.com/gallery/best-picture-oscar-snubs/,"IndieWire
Best Picture Oscar Snubs: 32 Nominees That Should’ve Won
""Doctor Strangelove,"" ""Fargo,"" ""Get Out,"" ""Broadcast News,"" ""Pulp Fiction"": These famous nominees should've won Best Picture at the Oscars.
.
3 weeks ago",https://www.vulture.com/article/best-oscar-best-picture-losers.html,"Vulture
The Best Movies That Lost Best Picture at the Oscars
This story was originally published in 2019 and has been updated to reflect the events of the 95th annual Academy Awards.
.
3 weeks ago",https://www.marieclaire.com/culture/g22520389/best-90s-movies/,"Marie Claire
The 76 Best '90s Movies That Are Modern Classics
Was there a better decade for film than the '90s? Our official guide to the best '90s movies ever, from 'The Parent Trap' to 'Titanic.'
.
1 month ago",https://parade.com/1214385/samuelmurrian/best-90s-movies/,"Parade
65 Best '90s Movies, Ranked — Greatest Films of the 1990s Decade
These are the unforgettable motion pictures that define a decade full of innovation. To shine a light on one of our favorite decades in film...
.
10-Jan-2023",https://screenrant.com/ben-affleck-best-movies/,"Screen Rant
The 10 Best Ben Affleck Movies
The best Ben Affleck movies include mostly quiet dramas in the late 90s to action-packed political thrillers in the 2000s, and more recently...
.
1 week ago",https://www.vulture.com/article/best-war-movies-ranked.html,"Vulture
The 50 Best War Movies Ever Made, Ranked
We take a look back at the influential genre of war films to present the 50 best war movies, ranked.
.
3 weeks ago",https://nypost.com/2023/02/28/bill-clinton-helped-harvey-weinstein-with-oscars-campaigns-book/,"New York Post
Bill Clinton helped Harvey Weinstein with Oscars campaigns: new book
The former president helped the ex-Miramax CEO with his Academy Awards campaigns for the films ""Sling Blade"" and ""Shakespeare in Love.""
.
1 month ago",https://ew.com/movies/best-world-war-ii-movies/,"Entertainment Weekly
The best World War II movies of all time (March, 2023)
Spanning 80 years of action, gore, terror, romance, and the occasional laughs, here are the best World War II features to give you a movie night to...
.
24-Jun-2022",https://movieweb.com/judi-dench-movies/,"MovieWeb
Best Judi Dench Movies, Ranked
The celebrated British thespian is still getting Oscar love as she pushes 90. Here are Judi Dench's finest film efforts to date.
.
01-Jul-2022",https://www.cbr.com/each-year-of-the-1990s-highest-grossing-film/,"CBR
Each Year Of The 1990s' Highest Grossing Film
The '90s was a great decade for cinema, and each year of the decade has a clear stand-out with the highest-grossing film.
.
30-May-2022"
36,what is the name of the movie involving the man of steal and his great love lois,https://www.cinemablend.com/superheroes/superman/i-know-people-love-henry-cavills-superman-but-can-we-talk-about-how-superman-and-lois-doesnt-get-the-love-it-deserves,"CinemaBlend
I Know People Love Henry Cavill's Superman, But Can We Talk About How Superman And Lois Doesn't Get The Love ...
Henry Cavill's Superman understandably has a big fanbase, but The CW's Superman and Lois definitely deserves more love.
.
4 days ago",https://www.pocket-lint.com/tv/news/155994-superman-movies-in-order-dc-timeline/,"Pocket-lint
Superman movies in order: Full list of Man of Steel movies
Superman has been rebooted and re-cast several times over. So here's the best way to watch the Man of Steel.
.
1 month ago",https://economictimes.indiatimes.com/magazines/panache/amy-adams-not-yet-approached-for-lois-lanes-character-in-new-superman-movie/articleshow/95580050.cms,"The Economic Times
Amy Adams not yet approached for Lois Lane's character in new 'Superman' movie
LOS ANGELES: Actor Amy Adams says she is ""thrilled"" about her ""Man of Steel"" co-star Henry Cavill donning the Superman cape once again but...
.
17-Nov-2022",https://movieweb.com/james-gunn-superman-movie-possible-storylines/,"MovieWeb
20 Superman Storylines James Gunn's Film Could Adapt
James Gunn recently announced a ton of new projects for his DCU. The most exciting of these is definitely his new take on Superman that he...
.
1 week ago",https://collider.com/man-of-steel-2-what-we-want-from-henry-cavill-sequel/,"Collider
What Do We Want From Man of Steel 2?
Nearly a decade after the current run of DC movies kicked off with Zack Snyder's Man of Steel in 2013, it finally looks like we might...
.
22-Oct-2022",https://screenrant.com/superman-arrowverse-origin-movies-smallville-different/,"Screen Rant
How Arrowverse's Superman Origin Compares To Other DC Movies & Shows
Superman & Lois revealed the origin of Tyler Hoechlin's Man of Steel. We examine the fascinating differences to prior Superman movies and TV...
.
1 month ago",https://www.lifestyleasia.com/ind/entertainment/superman-films-and-shows-to-binge-watch/,"Lifestyle Asia Hong Kong
Superman Day: Watch these 10 films and shows that celebrate the Man Of Steel
It has been over eight decades since Superman first appeared in the pages of DC comics. Since then, the love and craze for the iconic...
.
12-Jun-2022",https://movieweb.com/superman-and-lois-best-version/,"MovieWeb
Why Superman & Lois Is the Best Modern Version of Superman
Superman & Lois premiered on the CW in 2021 and told the story of Superman (Tyler Hoeclin) and Lois Lane (Elizabeth Tulloch) raising their...
.
1 week ago",https://www.cbr.com/superman-lois-lane-love-interests-girlfriends-ranked/,"CBR
Every Love Interest Superman Has Had In DC Comics, Movies & TV
Though Superman is best known for being in love with Lois Lane, he had quite a list of love interests over the years in comics and beyond.
.
27-Oct-2022",https://www.cinemablend.com/superheroes/superman/onomatopoeia-6-things-to-know-about-the-dc-comics-villain-following-their-superman-and-lois-debut,"CinemaBlend
Onomatopoeia: 6 Things To Know About The DC Comics Villain Following Their Superman And Lois Debut
A staple — or, more accurately, a necessity — of comic book art is the use of words like “BOOM!” or “SMACK!” or other words that resemble...
.
1 week ago"
37,wes anderson directed this animated adaption of roald dahl s story featuring the voices of george clooney and meryl streep,https://www.newsweek.com/roald-dahl-movies-book-adaptations-matilda-willy-wonka-1769282,"Newsweek
Seven Great Roald Dahl-Inspired Movies to Watch After 'Matilda the Musical'
""Matilda the Musical"" has finally arrived on Netflix, and it's not the only movie author Roald Dahl's work has inspired.
.
25-Dec-2022",https://www.koimoi.com/hollywood-news/benedict-cumberbatch-dev-patel-ben-kingsley-to-team-up-for-roald-dahls-the-wonderful-story-of-henry-sugar/,"Koimoi
Benedict Cumberbatch, Dev Patel & Ben Kingsley To Team Up For Roald Dahl’s ‘The Wonderful Story Of Henry Sugar’ Adaptation
Filmmaker Wes Anderson has been roped in to direct an adaptation of Roald Dahl's 'The Wonderful Story of Henry Sugar', starring Benedict...
.
08-Jan-2022",https://variety.com/2022/film/news/benedict-cumberbatch-wes-anderson-roald-dahl-netflix-1235148506/,"Variety
Wes Anderson Taps Benedict Cumberbatch, Ralph Fiennes, Dev Patel, Ben Kingsley for Roald Dahl Adaptation at Netflix
Wes Anderson will direct a new adaptation of Roald Dahl's 'The Wonderful Story of Henry Sugar,' starring Benedict Cumberbatch for Netflix.
.
07-Jan-2022",https://movieweb.com/stop-motion-animated-movies-best/,"MovieWeb
Best Stop-Motion Animated Movies, Ranked
Stop-motion movies have been impressing audiences for decades with their painstakingly crafted scenery and characters.
.
04-Nov-2022",https://www.nytimes.com/2009/11/13/movies/13fantastic.html,"The New York Times
Wes Anderson’s Animated Film of a Roald Dahl Book
“Fantastic Mr. Fox” is a proudly analog animated entertainment, making its handmade way into a marketplace glutted with digital goodies.
.
12-Nov-2009",https://bluray.highdefdigest.com/10309/fantastic_fox_criterion.html,"Blu-ray
Fantastic Mr. Fox (Criterion) Blu-ray Review | High Def Digest
Wes Anderson has proven over the years that he is one of the most stylistic directors working today. His stories blend in well with the...
.
18-Feb-2014",https://www.nytimes.com/2010/01/12/movies/12fox.html,"The New York Times
Pixar Has a Worthy Oscar Competitor in ‘Fantastic Mr. Fox’
LOS ANGELES — Figuring out which film will win the Academy Award for best animated feature is usually the easiest part of filling out a...
.
11-Jan-2010",https://www.nytimes.com/2009/11/01/movies/01denn.html,"The New York Times
‘Fantastic Mr. Fox’: Animal Wrangling in Miniature
For his first animated film, Wes Anderson brings a naturalist touch to the world of talking creatures.
.
30-Oct-2009",https://www.nytimes.com/2010/03/21/movies/homevideo/21KEHR.html,"The New York Times
New on DVD: ‘The African Queen’
'The African Queen'. With his 1951 film “The African Queen” John Huston revived two great Hollywood careers that had begun to flag in the...
.
19-Mar-2010",,
38,what is the 2012 american war film starring chris hemsworth and directed by dan bradley,https://www.scmp.com/lifestyle/entertainment/article/3190918/bad-guys-changed-chinese-north-korean-red-dawn-remake,"South China Morning Post
Why changing the bad guys from Chinese to North Korean doesn’t always work
Red Dawn, starring Chris Hemsworth, started out with China as the aggressor, but this was changed to North Korea to appease Chinese...
.
02-Sept-2022",https://editorial.rottentomatoes.com/guide/all-chris-hemsworth-movies-ranked/,"Rotten Tomatoes
All Chris Hemsworth Movies Ranked
From Star Trek to Thor to Rush, all of Chris Hemsworth's movies ranked by Tomatometer!
.
22-Apr-2019",https://fandomwire.com/chris-hemsworth-movies-ranked-by-rotten-tomatoes/,"FandomWire
Chris Hemsworth Movies Ranked (by Rotten Tomatoes)
Chris Hemsworth has received acclaim for his portrayal of Marvel superhero, Thor. Hemsworth has shown a diverse range of talent in other...
.
10-Jul-2020",https://www.vulture.com/2012/11/movie-review-red-dawn.html,"Vulture
Movie Review: Red Dawn, Red Yawn, Red Dumb
The idea of remaking John Milius's nutzoid 1984 action picture Red Dawn is a silly one, not because the original is some kind of sacrosanct...
.
21-Nov-2012",https://www.nytimes.com/2012/11/21/movies/red-dawn-remake-trades-soviets-for-north-koreans.html,"The New York Times
‘Red Dawn’ Remake Trades Soviets for North Koreans
In “Red Dawn,” a remake of the 1984 film, young people band together to fight North Koreans who have invaded Spokane, Wash.
.
20-Nov-2012",https://www.usatoday.com/story/life/movies/2012/11/20/red-dawn-review/1706199/,"USA Today
This 'Red Dawn' should be Redone
Yet another unnecessary reboot hits theaters this week, with a few good action sequences, but marred by one-dimensional characters and...
.
20-Nov-2012",https://www.screendaily.com/red-dawn/5048361.article,"Screen Daily
Red Dawn | Reviews | Screen
Dir: Dan Bradley. US. 2012. 94mins. Red_Dawn_4. The long-delayed remake of John Milius' 1984 Cold War drama Red Dawn turns out to be heavy...
.
31-Oct-2012",https://collider.com/red-dawn-remake-trailer/,"Collider
RED DAWN Trailer Featuring Chris Hemsworth and Josh Hutcherson
A new trailer for the Red Dawn remake, dubbed a â€œpatriotic trailer,â€ has been released online.Â Directed by Dan Bradley, the remake stars...
.
13-Nov-2012",https://deadline.com/2012/08/hot-trailer-red-dawn-316874/,"Deadline
Hot Trailer: 'Red Dawn'
Here's a first look at Red Dawn, based on the 1984 film of the same name. It tells the story of a city in Washington state that suddenly...
.
10-Aug-2012",https://www.rollingstone.com/tv-movies/tv-movie-lists/peter-travers-2012-fall-movie-preview-158543/,"Rolling Stone
Peter Travers' 2012 Fall Movie Preview – Rolling Stone
The 25 movies to see and five that go straight into the Scum Bucket.
.
06-Sept-2012"
39,i m thinking of a 2010 movie starring danny trejo as an ex federale who seek revenge on the man who hired him to assassinate an important government official,https://www.firstshowing.net/2010/totally-badass-robert-rodriguezs-illegal-machete-trailer/,"FirstShowing.net
Enjoy Robert Rodriguez's Totally Badass 'Illegal' Trailer for 'Machete'
Over on Ain't It Cool News, Robert Rodriguez has premiered a brand new ""illegal"" trailer for Machete starring Danny Trejo.
.
05-May-2010",,,,,,,,,,,,,,,,,,
40,what was the movie about a serial killer who invaded the dreams of local teenagers,https://creepycatalog.com/best-home-invasion-movies-a-definitive-list/,"Creepy Catalog
60 Best Home Invasion Movies: The Definitive List – Creepy Catalog
Home is supposed to be our safe space, housing who and what we love most. The thought of being stripped of our most basic security is...
.
4 days ago",https://www.esquire.com/uk/culture/film/a17741/best-serial-killer-movies-all-time-classic/,"Esquire
The 38 Best Serial Killer Movies Of All Time
The scariest and downright sickening cinema about killers hiding in plain sight.
.
28-Oct-2022",https://creepycatalog.com/high-school-horror-movies/,"Creepy Catalog
35+ Best High School Horror Movies – Creepy Catalog
High school horror explores the fear of werewolves, serial killers, zombies, etc. Discover the best high school horror films with this...
.
05-Sept-2022",https://www.vulture.com/article/movie-review-the-black-phone-with-ethan-hawke.html,"Vulture
Movie Review: The Black Phone, with Ethan Hawke
Movie Review: In The Black Phone, a new horror film based on a Joe Hill story, Ethan Hawke plays a creepy psycho called The Grabber who...
.
24-Jun-2022",https://creepycatalog.com/horror-movies-with-creepy-kids/,"Creepy Catalog
50+ Horror Movies with Creepy Kids – Creepy Catalog
Are babies born pure or evil? This list of horror movies with creepy kids displays both sides of the debate. These scary children will haunt...
.
2 weeks ago",https://www.cnet.com/pictures/halloweens-here-weird-horror-films-and-tv-shows-you-may-have-overlooked/,"CNET
Weird horror films and TV shows you may have overlooked
Vengeful witches, angry ghosts, killer cults, evil clowns and body-snatching aliens. Watch these unusual scary films and TV shows screaming...
.
31-Oct-2020",https://www.denofgeek.com/movies/51-forgotten-sci-fi-movies-from-the-1990s/,"Den of Geek
Forgotten Sci-Fi Movies From the Early 1990s
We may remember Independence Day, The Matrix, The Phantom Menace. But what about these forgotten 90s sci-fi films? And are any worth seeing?
.
02-Mar-2020",https://www.vulture.com/2016/10/best-home-invasion-horror-movies-to-watch.html,"Vulture
24 Great Home-Invasion Horror Movies to Watch When You're Home Alone
Home-invasion movies are driven by a universal fear: Who hasn't worried about someone breaking into their home with malicious intent?
.
27-Oct-2016",,,,
41,i am thinking of a classic film starring natalie wood and rita moreno that is based on a famous broadway musical,https://www.goldderby.com/gallery/best-natalie-wood-movies/,"GoldDerby
Natalie Wood Movies: 15 Greatest Films Ranked Worst to Best
Natalie Wood was the former child actress who racked up three Oscar nominations before she was 25, Wood's life ended in a tragedy that often...
.
14-Jul-2022",https://people.com/movies/west-side-story-1961-movie-cast-where-are-they-now/,"People
'West Side Story' Cast: Where Are They Now?
See what the original cast of the iconic 1961 movie musical has been up to in the decades since its release — and who played a part in its...
.
1 month ago",https://movieweb.com/west-side-story-comparing-classic-to-remake/,"MovieWeb
West Side Story: Comparing the Plot and Cast of the Classic to the Remake
West Side Story has been adapted into two critically acclaimed films, each similar movies but with some crucial thematic and cinematic...
.
10-Jul-2022",https://www.newindianexpress.com/entertainment/english/2021/dec/01/comparisons-with-natalie-wood-inevitable-rachel-zegler-on-west-side-story-2390505.html,"The New Indian Express
Comparisons with Natalie Wood inevitable: Rachel Zegler on 'West Side Story'
In addition to Rachel Zegler, Steven Spielberg's version of 'West Side Story' stars Ansel Elgort as Tony, Ariana DeBose as Anita and David...
.
01-Dec-2021",https://www.townandcountrymag.com/leisure/arts-and-culture/g38225796/original-cast-west-side-story-1961/,"Town & Country Magazine
Where Are The Cast of the Original 1961 West Side Story' Now?
Natalie Wood and Richard Beymer starred in the classic Broadway-to-screen adaptation. Here's where the cast of West Side Story is now.
.
11-Dec-2021",https://www.nytimes.com/2021/12/01/theater/west-side-story-steven-spielberg-movie.html,"The New York Times
The Great ‘West Side Story’ Debate
With the Steven Spielberg film coming soon, three critics, a playwright and a theater historian weigh in on whether the musical deserves a...
.
01-Dec-2021",https://www.usatoday.com/story/entertainment/celebrities/2021/05/06/west-side-story-rita-moreno-declined-audition-maria-broadway/4983727001/,"USA Today
'West Side Story': Rita Moreno declined audition to play Maria in OG Broadway production
Before landing Anita in the 1961 film ""West Side Story,"" Rita Moreno turned down an audition to play Maria in the original Broadway...
.
06-May-2021",https://www.eonline.com/photos/33667/the-cast-of-west-side-story-1961-vs-2021,"E! Online
Photos from The Cast of West Side Story 1961 vs. 2021
Elgort does his own singing as the boy who just met a girl named Maria, unlike his predecessor, whose vocals were supplied by crooner Jimmy...
.
25-Mar-2022",https://www.screendaily.com/features/how-steven-spielbergs-west-side-story-reimagined-the-classic-musical-for-the-21st-century/5168484.article,"Screen Daily
How Steven Spielberg's 'West Side Story' reimagined the classic musical for the 21st century
Screen talks to screenwriter Tony Kushner, producer Kristie Macosko Krieger and Rita Moreno about its journey to screen.
.
11-Mar-2022",https://stylecaster.com/west-side-story-cast/,"StyleCaster
‘West Side Story’ Cast 2021 Vs. Original Actors 1961
Here's how the West Side Story 2021 cast starring Rachel Zegler compares to the West Side Story 1961 cast with Natalie Wood and Rita Moreno.
.
08-Feb-2022"
42,movie that takes place in the city of lights starring owen wilson and a blonde girl,https://www.glamourmagazine.co.uk/gallery/best-rom-coms,"Glamour UK
69 Best Romantic Comedies You'll Fall In Love With
We've rounded up the very best rom-coms starring the likes of Sandra Bullock and Julia Roberts. How many of these romantic comedies have you...
.
31-Jan-2023",https://www.vogue.com/article/best-romantic-comedies-of-all-time,"Vogue
The 70 Best Romantic Comedies of All Time
An exhaustive list of the best romantic comedies for any and all occasions, from “When Harry Met Sally” to “Pretty Woman.”
.
1 month ago",https://www.joblo.com/paint-poster-owen-wilson-comedy/,"JoBlo
A new Paint poster finds Owen Wilson’s Carl Nargle smiling while surrounded by happy little trees
Owen Wilson's Carl Nargle is the epitomy of peace in a new Paint poster from Brit McAdams' new comedy about a public access painter.
.
4 weeks ago",https://movieweb.com/movies-about-being-single/,"MovieWeb
Best Movies That Embrace Being Single
A “happy ending” does not necessarily correlate with being in a relationship, which is why it's refreshing when films embrace singlehood.
.
08-Oct-2022",https://www.alphr.com/find-music-video-without-knowing-name/,"Alphr
How To Find A Music Video Without Knowing The Name
It's a frustrating situation that we've all experienced at one time or another. You want to see a music video of that song you love—the one...
.
19-Sept-2022",https://www.dailymail.co.uk/tvshowbiz/article-10887315/MTV-Movie-TV-Awards-2022-Best-dressed-stars-red-carpet.html,"Daily Mail
MTV Movie & TV Awards 2022: Best dressed stars on red carpet
The MTV Movie & TV Awards took place on Sunday, June 5 at the Barker Hangar in Santa Monica, CA; Jennifer Lopez received the Generation...
.
05-Jun-2022",https://www.latimes.com/entertainment-arts/tv/story/2021-02-12/movies-on-tv-this-week-sunday-feb-14-2021,"Los Angeles Times
Movies on TV this week: Sunday, Feb. 14, 2021
Four Star Films, Box Office Hits, Indies and Imports, Movies A - Z. Advertisement. FOUR STAR FILMS. Top rated movies and made-for-TV films...
.
12-Feb-2021",https://www.wonderwall.com/celebrity/stars-who-came-out-of-the-closet-lgbtq-lesbian-gay-bisexual-transgender-queer-celebrities-7350.gallery,"Wonderwall.com
Stars who came out as LGBTQ - gay, lesbian, bisexual, transgender, pansexual, nonbinary celebs
Wonderwall.com is sharing all the ways celebrities have told the world about their sexual or gender identities… Let's start with birthday boy Elliot Page,...
.
12-Oct-2020",https://www.vulture.com/2016/01/100-jokes-shaped-modern-comedy-c-v-r.html,"Vulture
The 100 Jokes That Shaped Modern Comedy
From the Marx Brothers to The Simpsons, Richard Pryor to Amy Schumer: 100 bits, sketches, and one-liners that changed humor forever.
.
31-Jan-2016",https://www.nzherald.co.nz/entertainment/owen-wilson-hollywood-stars-high-profile-break-and-depression-led-to-ironic-reclusive-life/AMVNCJCVKOKDGHFTDQDOTF4GKE/,"NZ Herald
Owen Wilson: Hollywood star's high-profile break and depression led to 'ironic' reclusive life
Warning: Distressing content. Hollywood actor Owen Wilson has mostly shunned interviews for more than a decade.
.
11-Dec-2019"
43,what is the musical starring barbara streisand who plays the 1920 s broadway star fanny brice,https://movieweb.com/funny-girl-songs-movie-soundtrack/,"MovieWeb
Funny Girl: Every Song in the Movie Soundtrack, Ranked
The 1968 musical comedy-drama starring Barbra Streisand has an excellent soundtrack featuring 14 songs.
.
1 month ago",https://www.usatoday.com/picture-gallery/entertainment/celebrities/2022/07/11/barbra-streisand-funny-girl-musical-lea-michele-broadway-revival/10030837002/,"USA Today
Scenes from first 'Funny Girl' star Barbra Streisand as Lea Michele prepares to fill Broadway role
Barbra Streisand starred as Fanny — a character that requires a set of pipes, a sense of humor and a ton of charm — on Broadway in 1964.
.
11-Jul-2022",https://www.vogue.com/slideshow/barbra-streisand-in-27-vintage-pictures,"Vogue
Happy Birthday, Barbra Streisand! Her Life in 27 Gorgeous Old Pictures
For a certain kind of musical theater fan, today is a very special day. First of all, “Funny Girl” opens tonight at the August Wilson...
.
24-Apr-2022",https://www.cbsnews.com/newyork/live-updates/live-updates-opening-night-of-funny-girl-on-broadway/,"CBS News
Stars come out for opening night of ""Funny Girl"" on Broadway
The musical stars Beanie Feldstein as ""Fanny Brice."" Ramin Karimloo, Jane Lynch and Jared Grimes co-star.
.
26-Apr-2022",https://www.timesofisrael.com/beanie-feldstein-funny-girl-role-incredibly-meaningful-for-me-as-a-jewish-woman/,"The Times of Israel
Beanie Feldstein: ‘Funny Girl’ role ‘incredibly meaningful for me as a Jewish woman’
The first-ever Broadway revival of the Barbra Streisand classic is currently in previews; the show officially opens at the August Wilson...
.
21-Apr-2022",https://cbsaustin.com/news/entertainment/glee-star-lea-michele-replaces-beanie-feldstein-in-broadway-revival-of-funny-girl-racist-bullying-allegations-new-york-barbra-streisand-as-heroine-fanny-brice-theater-veteran-ramin-karimloo-performing-arts-musical-bittersweet-comedy-jewish-girl-1920s,"CBS Austin
'Glee' star Lea Michele replaces Beanie Feldstein in Broadway revival of 'Funny Girl'
NEW YORK (AP) — Lea Michele has been tapped to step in and lead the Broadway revival of the beleaguered “Funny Girl” this fall,...
.
11-Jul-2022",https://www.newyorktheatreguide.com/theatre-news/news/learn-about-the-showbiz-history-that-inspired-funny-girl-on-broadway,"New York Theater Guide News | NewYorkTheatreGuide.com
New York Theater Guide News
If the only Funny Girl history you know is that Barbra Streisand first starred in it, then get ready, love, because we're a-comin' to tell...
.
21-Jun-2022",https://www.insider.com/where-iconic-actors-were-in-their-20s-2019-1,"Insider
PHOTOS: What big actors were actually doing in their 20s
From Betty White to Harrison Ford, some big-name stars have been in the industry for a very long time and viewers have watched them evolve.
.
17-Jan-2023",https://editorial.rottentomatoes.com/guide/best-musical-movies-of-all-time/,"Rotten Tomatoes
100 Best Musical Movies of All Time
If you've got a song in your heart, we've got a list for your eyes: the best-reviewed musicals from Wizard of Oz to La La Land!
.
18-Dec-2018",https://www.newsday.com/entertainment/theater/funny-girl-closing-jbfuakbe,"Newsday
'Funny Girl' starring Lea Michele to close Sept. 3
Lea Michele to continue with the musical about entertainer Fanny Brice.
.
1 month ago"
